Name,Rating,Ranked,Popularity,Members,Type
Nogsaegjeoncha Hamos,6.23,8638,Dec 1997 - Jun 1998,"1,087 members",TV
One Piece: Barto no Himitsu no Heya!,6.23,8639,Dec 2021 - Oct 2023,"14,198 members",TV
Rokudenashi Blues 1993,6.23,8640,Jul 1993 - Jul 1993,"1,917 members",Movie
Sasayaku You ni Koi wo Utau Recaps,6.23,8641,Jun 2024 - Jun 2024,664 members,TV
Jim Button,6.22,8642,Oct 1974 - Mar 1975,630 members,TV
Kamierabi 2nd Season,6.22,8643,Oct 2024 - Dec 2024,"6,756 members",TV
Kidou Senshi SD Gundam Mk-I,6.22,8644,Mar 1988 - May 1988,"5,255 members",Special
Kinnikuman: New York Kiki Ippatsu!,6.22,8645,Mar 1986 - Mar 1986,"1,392 members",Movie
Kitsune Tsuki,6.22,8646,2015 - 2015,805 members,Movie
Kuiba Zhi Shu Tu,6.22,8647,Jan 2021 - Feb 2021,"1,222 members",ONA
Kujibiki♥Unbalance,6.22,8648,Oct 2006 - Dec 2006,"14,753 members",TV
Kuruneko: Kurunekobin,6.22,8649,Dec 2009 - Sep 2010,566 members,Special
Level 1 dakedo Unique Skill de Saikyou desu,6.22,8650,Jul 2023 - Sep 2023,"133,237 members",TV
Lupin III 3DCG,6.22,8651,Mar 2012 - Mar 2012,"2,450 members",Special
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,6.22,8652,Jan 1980 - Jul 1980,"1,598 members",TV
Midnight Eye: Gokuu II,6.22,8653,Dec 1989 - Dec 1989,"7,363 members",OVA
Miss Monochrome The Animation: Manager,6.22,8654,May 2014 - May 2014,"6,801 members",OVA
"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",6.22,8655,Dec 1992 - Dec 1992,981 members,TV
Robotan (1986),6.22,8656,Jan 1986 - Sep 1986,984 members,TV
Saint Beast: Ikusen no Hiru to Yoru-hen,6.22,8657,Dec 2005 - Mar 2006,"4,257 members",OVA
Seizei Ganbare! Mahou Shoujo Kurumi 2nd Season,6.22,8658,Oct 2018 - Oct 2019,930 members,ONA
Silent Möbius 2,6.22,8659,Jul 1992 - Jul 1992,"4,159 members",Movie
Sore Ike! Anpanman: Black Nose to Mahou no Uta,6.22,8660,Jul 2010 - Jul 2010,642 members,Movie
Space Fantasia 2001 Nights,6.22,8661,Jun 1987 - Jun 1987,"4,078 members",OVA
Tenkuu Senki Shurato Recaps,6.22,8662,Dec 1989 - Jan 1990,689 members,TV
Togainu no Chi,6.22,8663,Oct 2010 - Dec 2010,"90,451 members",TV
Tongari Boushi no Memole: Marielle no Housekibako,6.22,8664,Jul 1985 - Jul 1985,803 members,OVA
Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,6.22,8665,2003 - 2003,647 members,OVA
Touhai: Ura Rate Mahjong Touhairoku,6.22,8666,Oct 2024 -,"15,360 members",TV
Turning Mecard,6.22,8667,Feb 2015 - Feb 2016,"1,311 members",TV
Yawara! Sore Yuke Koshinuke Kids!!,6.22,8668,Aug 1992 - Aug 1992,"2,952 members",Movie
21 Emon,6.22,8669,May 1991 - Mar 1992,"1,485 members",TV
Bakuon!! no Kobeya,6.22,8670,Aug 2016 - Nov 2016,"3,928 members",Special
Beatless,6.22,8671,Jan 2018 - Jun 2018,"177,071 members",TV
Bishoujo Senshi Sailor Moon S: Kotaete Moon Call!,6.22,8672,Sep 1994 - Sep 1994,"1,465 members",OVA
Bokutachi no Remake Recap,6.22,8673,Aug 2021 - Aug 2021,"13,628 members",TV
Choujin Sentai Baratack,6.22,8674,Jul 1977 - Mar 1978,"1,495 members",TV
Choujuu Kishin Dancougar: Juusenki-tai Songs,6.22,8675,1986 - 1986,608 members,OVA
Dororon Enma-kun,6.22,8676,Oct 1973 - Mar 1974,"4,727 members",TV
Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,6.22,8677,Jun 1993 - Jun 1993,"1,900 members",Movie
Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Heart no Natsuyasumi,6.22,8678,Jul 1994 - Jul 1994,"1,824 members",Movie
"Dragon Quest: Dai no Daibouken (2020): Bouken no Kiseki, Kore kara no Tabiji",6.22,8679,Jun 2021 - Jun 2021,"2,621 members",TV
Garo: Guren no Tsuki Special,6.22,8680,Jul 2016 - Jul 2016,"3,848 members",Special
Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,6.22,8681,Dec 1986 - Dec 1986,947 members,Movie
Ginga Hyouryuu Vifam: Kieta 12-nin,6.22,8682,Feb 1985 - Feb 1985,"1,039 members",OVA
Ginga Ojousama Densetsu Yuna: Shinen no Fairy,6.22,8683,Dec 1996 - May 1997,"3,708 members",OVA
Hametsu no Oukoku,6.22,8684,Oct 2023 - Dec 2023,"201,595 members",TV
Huckleberry no Bouken,6.22,8685,Jan 1976 - Jun 1976,"2,509 members",TV
Hypersonic Music Club,6.22,8686,Aug 2023 - Aug 2023,449 members,ONA
Inko Colors the Animation 2,6.22,8687,Oct 2021 - Oct 2021,554 members,ONA
009-1,6.21,8688,Oct 2006 - Dec 2006,"22,629 members",TV
A-Ko The Versus,6.21,8689,Jul 1990 - Aug 1990,"6,473 members",OVA
Akikan!: Kan Ippatsu!? Onsen Panic,6.21,8690,Oct 2009 - Oct 2009,"25,627 members",OVA
Black Jack: Dr. Pinoko no Mori no Bouken,6.21,8691,Dec 2005 - Dec 2005,"2,539 members",Movie
Blade,6.21,8692,Jul 2011 - Sep 2011,"29,596 members",TV
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,6.21,8693,Oct 2017 - Dec 2017,"288,372 members",TV
Buttobi!! CPU,6.21,8694,Apr 1997 - Sep 1997,"11,284 members",OVA
ChäoS;Child Episode 0,6.21,8695,Jan 2017 - Jan 2017,"23,323 members",Special
Chitose Get You!!,6.21,8696,Jul 2012 - Dec 2012,"21,387 members",TV
Cyborg 009: Call of Justice 1,6.21,8697,Nov 2016 - Nov 2016,"6,442 members",Movie
Dennou Coil Recaps,6.21,8698,Aug 2007 - Nov 2007,"2,675 members",TV
Devilman: Crybaby - Digest Eizou,6.21,8699,Mar 2018 - Mar 2018,"11,411 members",ONA
Dragon's Heaven,6.21,8700,Feb 1988 - Feb 1988,"14,587 members",OVA
Examurai Sengoku,6.21,8701,Jan 2009 - Jun 2009,"4,619 members",TV
Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,6.21,8702,Aug 2010 - Mar 2011,"1,108 members",TV
Gakuen Basara,6.21,8703,Oct 2018 - Dec 2018,"19,409 members",TV
Giniro no Olynsis: Tokito,6.21,8704,Oct 2006 - Dec 2006,"8,881 members",TV
Hakubunchou no Shiro,6.21,8705,Nov 2020 - Nov 2020,432 members,ONA
Hibike! Euphonium Movie: Photo Session e Youkoso,6.21,8706,Sep 2017 - Sep 2017,"4,518 members",Movie
Kaitei Shounen Marine,6.21,8707,Jan 1969 - Sep 1971,"1,290 members",TV
Kappa no Sanpei,6.21,8708,Mar 1993 - Mar 1993,503 members,Movie
Kingyo Chuuihou! (Movie),6.21,8709,Apr 1992 - Apr 1992,"1,229 members",Movie
Kite Liberator,6.21,8710,Mar 2008 - Mar 2008,"34,235 members",OVA
Kung Fu Liaoli Niang,6.21,8711,Jul 2011 - Jul 2011,"2,084 members",ONA
Mahou no Star Magical Emi: Kumo Hikaru,6.21,8712,May 2002 - May 2002,"1,478 members",OVA
Mainichi ga Nichiyoubi,6.21,8713,Sep 1990 - Oct 1992,"2,684 members",OVA
Mamono Hunter Youko,6.21,8714,Dec 1990 - Jul 1995,"13,651 members",OVA
Mao Zhi Ming Episode 5.5,6.21,8715,Nov 2021 - Nov 2021,389 members,ONA
Medaka no Gakkou,6.21,8716,Apr 2001 - Feb 2005,"1,066 members",OVA
Meitantei Conan: Kodai Kyouryuu no Nazo ni Semare!,6.21,8717,Jun 2002 - Jun 2002,"1,377 members",OVA
Miss Monochrome The Animation: Soccer-hen,6.21,8718,Jun 2014 - Jun 2014,"8,385 members",ONA
"Monster Sonic!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",6.21,8719,May 2017 - May 2017,"1,855 members",ONA
Nameko-ke no Ichizoku,6.21,8720,Dec 2013 - Jul 2014,"1,103 members",OVA
Neko ni Tensei shita Ojisan,6.21,8721,Oct 2024 -,"2,109 members",TV
Onegai My Melody: Yuu & Ai,6.21,8722,Aug 2012 - Aug 2012,"1,622 members",Movie
Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials,6.21,8723,Dec 2012 - May 2013,"40,584 members",Special
Onikirimaru,6.21,8724,Sep 1994 - Jul 1995,"3,820 members",OVA
Overlord: Oukoku no Kan-tachi - Drama CD-tsuki Tokusou-ban,6.21,8725,Jan 2014 - Jan 2014,"13,566 members",ONA
Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,6.21,8726,Jul 2012 - Jul 2012,"5,745 members",OVA
Popee the Performer: Countdown Special,6.21,8727,Dec 2002 - Dec 2002,"1,072 members",Special
Saint Seiya: Legend of Sanctuary,6.21,8728,Jun 2014 - Jun 2014,"29,543 members",Movie
Shin Kyojin no Hoshi II,6.21,8729,Apr 1979 - Sep 1979,"1,037 members",TV
Si Hai Jing Qi,6.21,8730,Aug 2018 - Nov 2018,983 members,ONA
Space☆Dandy 2nd Season Picture Drama,6.21,8731,Nov 2014 - Jan 2015,"3,917 members",Special
Submarine 707R,6.21,8732,Sep 2003 - Apr 2004,"3,394 members",OVA
Tiger & Bunny: Too Many Cooks Spoil the Broth.,6.21,8733,Sep 2015 - Sep 2015,"3,728 members",Special
Tong Meng Zhi Lu,6.21,8734,Feb 2023 - Feb 2023,498 members,ONA
Topo Gigio,6.21,8735,Apr 1988 - Sep 1988,"2,204 members",TV
Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,6.21,8736,Mar 2004 - Mar 2004,"1,556 members",OVA
Trigger-chan,6.21,8737,Aug 2016 - Aug 2016,"12,576 members",ONA
Vampire Dormitory,6.21,8738,Apr 2024 - Jun 2024,"44,868 members",TV
Wakakusa Monogatari: Nan to Jo-sensei Specials,6.21,8739,Jun 2001 - Jun 2001,692 members,TV
"Yakeato no, Okashi no Ki",6.21,8740,Aug 2006 - Aug 2006,637 members,TV
Yami Shibai 6,6.21,8741,Jul 2018 - Sep 2018,"22,844 members",TV
Yu☆Gi☆Oh! Zexal Special,6.21,8742,Sep 2012 - Sep 2012,"5,772 members",Special
Yurumates wa?,6.21,8743,Jun 2011 - Jun 2011,"3,129 members",OVA
Seraphim Call,6.20,8744,Oct 1999 - Dec 1999,"6,778 members",TV
Sinbad: Mahou no Lamp to Ugoku Shima,6.20,8745,Jan 2016 - Jan 2016,"1,880 members",Movie
Sita Wihayeo,6.20,8746,Feb 2020 - Feb 2020,"1,191 members",ONA
Suhoyojeong Michel,6.20,8747,Jun 2003 - Dec 2003,930 members,TV
Tabi Machi Late Show,6.20,8748,Jan 2016 - Jan 2016,"9,689 members",TV
Teekyuu 5 Specials,6.20,8749,Nov 2015 - Nov 2015,"5,032 members",Special
Ultra B,6.20,8750,Apr 1987 - Mar 1989,"2,118 members",TV
Uma no Friends,6.20,8751,Aug 2017 - Aug 2017,"4,290 members",ONA
Wonder 3,6.20,8752,Jun 1965 - Jun 1966,"1,671 members",TV
Yofukashi no Uta Mini,6.20,8753,Jun 2022 - Oct 2022,"5,602 members",ONA
Zoku Sayonara Zetsubou Sensei: Shuukan Zetsubou Sensei Hihyou,6.20,8754,Mar 2008 - Jun 2008,596 members,Special
A Piece of Phantasmagoria,6.20,8755,1995 - 1995,"5,465 members",OVA
An Jie Shen Shi,6.20,8756,Dec 2020 - May 2021,925 members,ONA
Aoi Kioku: Manmou Kaitaku to Shounen-tachi,6.20,8757,Dec 1993 - Dec 1993,699 members,Movie
Arve Rezzle: Kikaijikake no Yousei-tachi,6.20,8758,Mar 2013 - Mar 2013,"26,827 members",Movie
B: The Beginning Succession,6.20,8759,Mar 2021 - Mar 2021,"101,217 members",ONA
Bai Yue Er,6.20,8760,Nov 2021 - Nov 2021,307 members,ONA
Bao Lian Deng,6.20,8761,1999 - 1999,698 members,Movie
Batain Lai!! Minami no Shima no Mizu Monogatari,6.20,8762,May 2009 - May 2009,"1,144 members",Movie
eX-Driver the Movie Specials,6.20,8763,Oct 2002 - Oct 2002,"1,323 members",Special
Garakuta-doori no Stain: Epilogue,6.20,8764,Oct 2003 - Oct 2003,622 members,OVA
Gin no Guardian,6.20,8765,Apr 2017 - Jun 2017,"115,064 members",TV
Gozonji! Gekkou Kamen-kun,6.20,8766,Oct 1999 - Mar 2000,876 members,TV
Haha no Supporter,6.20,8767,Dec 2016 - Dec 2016,569 members,ONA
Hidamari Sketch x 365 Recap,6.20,8768,Dec 2009 - Dec 2009,"1,542 members",Special
Hoero! Bun Bun (Movie),6.20,8769,Apr 1987 - Apr 1987,699 members,Movie
Infinite Dendrogram,6.20,8770,Jan 2020 - Apr 2020,"187,632 members",TV
Kamen Rider Den-O: Imagin Anime 3,6.20,8771,Oct 2010 - Oct 2010,952 members,OVA
Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,6.20,8772,Jul 2010 - Jul 2010,"1,133 members",Movie
Let's Nupu Nupu,6.20,8773,Oct 1998 - Nov 1998,"9,252 members",TV
Machine Hayabusa,6.20,8774,Apr 1976 - Sep 1976,"1,228 members",TV
Maicching Machiko-sensei,6.20,8775,Oct 1981 - Oct 1983,"4,429 members",TV
Majokko Tickle,6.20,8776,Mar 1978 - Jan 1979,"1,735 members",TV
Manga Hajimete Monogatari,6.20,8777,May 1978 - Mar 1984,787 members,TV
Metallic Rouge,6.20,8778,Jan 2024 - Apr 2024,"104,447 members",TV
Mister Ajikko Special,6.20,8779,Feb 1989 - Feb 1989,560 members,Special
Moero Arthur: Hakuba no Ouji,6.20,8780,Apr 1980 - Sep 1980,"1,467 members",TV
Mutekiou Tri-Zenon,6.20,8781,Oct 2000 - Mar 2001,"2,147 members",TV
Nanami-chan 2nd Series,6.20,8782,Jun 2005 - Dec 2005,706 members,TV
Natsuki Crisis,6.20,8783,Feb 1994 - Apr 1994,"3,957 members",OVA
New Dream Hunter Rem: Setsuriku no Mudenmekyu,6.20,8784,Dec 1992 - Dec 1992,"3,183 members",OVA
Non-tan to Issho,6.20,8785,Oct 1992 - Mar 1994,525 members,TV
Pia Carrot e Youkoso!! 2 DX,6.20,8786,Dec 1999 - Oct 2000,"3,194 members",OVA
Rifle Is Beautiful,6.20,8787,Oct 2019 - Jan 2020,"40,608 members",TV
Rinne no Lagrange Specials,6.20,8788,Mar 2012 - Aug 2012,"6,020 members",Special
Jewelpet Movie: Sweets Dance Princess,6.19,8789,Aug 2012 - Aug 2012,"1,868 members",Movie
"Kabuki-bu!: Oogiri ""Chiyocolate-gassen""",6.19,8790,Sep 2017 - Sep 2017,"2,027 members",Special
Kakumeiki Valvrave Recaps,6.19,8791,Sep 2013 - Sep 2013,"3,446 members",ONA
Kidou Senshi Gundam UC Perfectibility,6.19,8792,Sep 2018 - Sep 2018,"2,881 members",Movie
Kidou Senshi Gundam: Suisei no Majo Season 2 Recap,6.19,8793,May 2023 - May 2023,"1,160 members",TV
Kinnikuman: Kessen! Shichinin no Choujin tai Uchuu Nobushi,6.19,8794,Apr 1984 - Apr 1984,"1,548 members",TV
Koi to Producer: EVOL×LOVE,6.19,8795,Jul 2020 - Oct 2020,"64,445 members",TV
Little Nemo Pilot (1984),6.19,8796,1984 - 1984,"1,291 members",Special
Magical Nyan Nyan Taruto,6.19,8797,Jul 2001 - Sep 2001,"8,405 members",TV
Majutsushi Orphen Hagure Tabi: Kimluck-hen,6.19,8798,Jan 2021 - Mar 2021,"31,125 members",TV
Nanatsu no Taizai: Ensa no Edinburgh,6.19,8799,Dec 2022 - Dec 2022,"38,855 members",ONA
Onegai☆Teacher: Experience,6.19,8800,Mar 2014 - Mar 2014,537 members,OVA
Ongaku Shoujo,6.19,8801,Mar 2015 - Mar 2015,"13,192 members",Movie
Pop in Q,6.19,8802,Dec 2016 - Dec 2016,"12,503 members",Movie
Psychic Academy,6.19,8803,Mar 2002 - Sep 2002,"12,295 members",TV
Rhea Gall Force,6.19,8804,Mar 1989 - Mar 1989,"3,748 members",OVA
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.19,8805,Jan 2014 - Mar 2014,"176,267 members",TV
Seiken Gakuin no Makentsukai,6.19,8806,Oct 2023 - Dec 2023,"152,406 members",TV
Senkou no Night Raid: Aruku Hako,6.19,8807,Dec 2010 - Dec 2010,"2,776 members",Special
Shaonian Jinyiwei,6.19,8808,Feb 2017 - May 2017,"1,231 members",ONA
Shin Dousei Jidai: Hawaiian Breeze,6.19,8809,Jul 1992 - Jul 1992,"1,452 members",OVA
Shin Koihime†Musou: Otome Tairan OVA Omake,6.19,8810,Feb 2011 - Feb 2011,"2,036 members",Special
Shin Strange+,6.19,8811,Jul 2014 - Sep 2014,"14,859 members",TV
Shukatsu Kyosokyoku,6.19,8812,2012 - 2012,226 members,Movie
Sore Ike! Anpanman: Yomigaere Bananajima,6.19,8813,Jul 2012 - Jul 2012,652 members,Movie
Sore Ike! Anpanman: Yuuki no Hana ga Hiraku Toki,6.19,8814,Jul 1999 - Jul 1999,472 members,Movie
Suisei no Gargantia: Puchitto Furikaerintia,6.19,8815,Sep 2014 - Sep 2014,"3,485 members",Special
Taifuu no Noruda,6.19,8816,Jun 2015 - Jun 2015,"41,564 members",Movie
Tales of Eternia The Animation,6.19,8817,Jan 2001 - Mar 2001,"18,121 members",TV
Tantei Team KZ Jiken Note,6.19,8818,Oct 2015 - Jan 2016,"14,634 members",TV
The iDOLM@STER Cinderella Girls: Spin-off!,6.19,8819,Nov 2019 - Nov 2019,"2,321 members",ONA
The iDOLM@STER Live For You!,6.19,8820,Feb 2008 - Feb 2008,"10,266 members",OVA
TO-Y,6.19,8821,Oct 1987 - Oct 1987,"4,896 members",OVA
Uchuu no Kishi Tekkaman,6.19,8822,Jul 1975 - Dec 1975,"3,910 members",TV
Wild Adapter,6.19,8823,Mar 2014 - Sep 2015,"8,541 members",OVA
Yan Wang: Guai Hualang,6.19,8824,Sep 2021 - Nov 2021,"1,257 members",ONA
Youkai Ningen Bem,6.19,8825,Oct 1968 - Mar 1969,"2,646 members",TV
Yu☆Gi☆Oh! Sevens,6.19,8826,Apr 2020 - Mar 2022,"18,655 members",TV
Zhandou Wang Zhi Jufeng Zhan Hun 2,6.20,8827,Oct 2013 - Feb 2014,739 members,TV
Ashita no Joe Pilots,6.19,8828,Nov 1969 - Dec 1969,"5,945 members",Special
Bemubemu Hunter Kotengu Tenmaru,6.19,8829,May 1983 - Oct 1983,688 members,TV
Benghuai Xinghe,6.19,8830,May 2019 - Jul 2019,655 members,ONA
Blue Gender: The Warrior,6.19,8831,Nov 2002 - Nov 2002,"11,854 members",Movie
Bokura no Yoake,6.19,8832,Oct 2022 - Oct 2022,"6,256 members",Movie
Catch! Tiniping,6.19,8833,Mar 2020 - Apr 2021,559 members,TV
Chuu Bra!!,6.19,8834,Jan 2010 - Mar 2010,"49,356 members",TV
Dance with Devils,6.19,8835,Oct 2015 - Dec 2015,"131,824 members",TV
Eddy & Emmy no Initial Ring wa Futari de,6.19,8836,May 1993 - May 1993,393 members,OVA
Eldraine no Mori: Twin Fates,6.19,8837,Sep 2023 - Sep 2023,831 members,ONA
Ganbare! Kickers: Bokutachi no Densetsu,6.19,8838,Aug 1987 - Aug 1987,831 members,OVA
Gegege no Kitarou: Daikaijuu,6.19,8839,Jul 1996 - Jul 1996,"1,590 members",Movie
Gigi Goegoe Sunghyungsoo,6.19,8840,Sep 2020 - Sep 2020,"2,227 members",Movie
Groizer X,6.19,8841,Jul 1976 - Mar 1977,"1,261 members",TV
Hidan no Aria AA,6.19,8842,Oct 2015 - Dec 2015,"104,854 members",TV
Himitsu no AiPri,6.19,8843,Apr 2024 -,"3,020 members",TV
Hiroshima ni Ichiban Densha ga Hashitta,6.19,8844,Aug 1993 - Aug 1993,935 members,TV
Honoo no Labyrinth,6.19,8845,Sep 2000 - Dec 2000,"12,607 members",OVA
Honoo no Mirage: Muyou no Michi,6.19,8846,Feb 2002 - Feb 2002,"1,868 members",TV
Houkago Midnighters,6.19,8847,Aug 2012 - Aug 2012,"1,601 members",Movie
Ippatsu Kiki Musume,6.19,8848,Oct 1999 - Oct 1999,"7,765 members",TV
21 Emon Uchuu ike! Hadashi no Princess,6.18,8849,Mar 1992 - Mar 1992,"1,124 members",Movie
Anime Oyako Gekijou,6.18,8850,Oct 1981 - Mar 1982,"2,876 members",TV
Bullbuster,6.18,8851,Oct 2023 - Dec 2023,"13,427 members",TV
Burning Blood,6.18,8852,Apr 1990 - Apr 1991,"2,161 members",OVA
Doraemon: Benkyou Heya no Tsuribori,6.18,8853,Oct 1979 - Oct 1979,"1,272 members",Special
Dororonpa!,6.18,8854,Apr 1991 - Sep 1991,737 members,TV
Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,6.18,8855,Jul 1993 - Jul 1993,"1,993 members",Movie
Dream Hunter Rem,6.18,8856,Dec 1985 - Feb 1987,"10,010 members",OVA
Getter Robo Arc,6.18,8857,Jul 2021 - Sep 2021,"6,290 members",TV
Go! Go! Ackman,6.18,8858,Jul 1994 - Jul 1994,"3,068 members",OVA
Hare Tokidoki Buta,6.18,8859,Aug 1988 - Aug 1988,638 members,Movie
Harukanaru Toki no Naka de: Ajisai Yumegatari,6.18,8860,Mar 2002 - Jan 2003,"3,873 members",OVA
Hello Kitty: Ringo no Mori to Parallel Town,6.18,8861,Oct 2007 - Mar 2008,923 members,TV
"Ijiranaide, Nagatoro-san 2nd Attack Mini Anime",6.18,8862,Jan 2023 - Mar 2023,"3,596 members",ONA
Kappa no Kaikata,6.18,8863,Oct 2004 - Apr 2005,"2,404 members",TV
Kariage-kun,6.18,8864,Oct 1989 - Dec 1990,871 members,TV
Kaze no Tairiku,6.18,8865,Jul 1992 - Jul 1992,"7,659 members",Movie
Kidou Senshi Gundam-san,6.18,8866,Jul 2014 - Sep 2014,"8,375 members",TV
Kidou Senshi SD Gundam no Gyakushuu,6.18,8867,Jul 1989 - Jul 1989,"3,959 members",OVA
Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,6.18,8868,Jan 2017 - Jan 2017,"4,327 members",Special
King of Prism by Pretty Rhythm,6.18,8869,Jan 2016 - Jan 2016,"9,139 members",Movie
Komaneko no Christmas: Maigo ni Natta Present,6.18,8870,Nov 2009 - Nov 2009,621 members,Movie
Kyoushoku Soukou Guyver,6.18,8871,Dec 1986 - Dec 1986,"7,635 members",Movie
Little Nemo Pilot,6.18,8872,1980 - 1980,398 members,Movie
Lovely Movie: Itoshi no Muco Season 2,6.18,8873,Apr 2014 - Oct 2014,996 members,TV
Malice@Doll,6.18,8874,Apr 2001 - Jun 2001,"8,636 members",OVA
Manyuu Hikenchou,6.18,8875,Jul 2011 - Sep 2011,"84,994 members",TV
Megalo Box Specials,6.18,8876,Jul 2018 - Nov 2018,"11,771 members",Special
Mei Chuxi de Yinyangshi Yijia,6.18,8877,Apr 2019 - Jul 2019,"1,662 members",ONA
Mini Toji: Yume,6.18,8878,May 2019 - May 2019,"1,697 members",Special
Minori Scramble!,6.18,8879,Feb 2012 - Feb 2012,"3,704 members",OVA
Neko ga Kureta Marui Shiawase,6.18,8880,May 2017 - Mar 2018,"1,379 members",ONA
Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,6.18,8881,Mar 1983 - Mar 1983,794 members,Movie
Noramimi,6.18,8882,Jan 2008 - Mar 2008,"1,285 members",TV
Norn9: Norn+Nonet  - Unmei no Megami,6.18,8883,Mar 2016 - Mar 2016,"6,499 members",TV
Oh! Family,6.18,8884,Oct 1986 - Mar 1987,"1,888 members",TV
Okon Joururi,6.18,8885,1982 - 1982,623 members,Movie
Pandora to Akubi,6.18,8886,Apr 2019 - Apr 2019,"3,782 members",Movie
Photokano,6.18,8887,Apr 2013 - Jun 2013,"130,303 members",TV
Pokemon: Pikachu no Summer Bridge Story,6.18,8888,Aug 2011 - Aug 2011,"5,985 members",Special
Princess Lover! Picture Drama,6.18,8889,Oct 2009 - Mar 2010,"15,986 members",Special
Push,6.18,8890,Aug 1987 - Aug 1987,"2,467 members",Special
Scan2Go,6.18,8891,Aug 2010 - Mar 2011,"3,650 members",TV
Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,6.18,8892,Mar 1982 - Mar 1982,"2,099 members",Movie
Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,6.18,8893,Mar 1987 - Mar 1987,729 members,Movie
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,6.18,8894,Oct 2021 - Dec 2021,"221,487 members",TV
Short Peace Opening,6.18,8895,Jul 2013 - Jul 2013,"7,251 members",Special
Sousei Kishi Gaiarth,6.18,8896,Apr 1992 - Apr 1993,"4,047 members",OVA
Takarajima Movie,6.18,8897,May 1987 - May 1987,"1,357 members",Movie
Totsugeki! Pappara-tai,6.18,8898,Oct 1998 - Mar 1999,"1,295 members",TV
Wasureta Furi wo Shite,6.18,8899,Jun 2020 - Jun 2020,"1,281 members",Movie
Wooser no Sono Higurashi,6.18,8900,Oct 2012 - Dec 2012,"12,244 members",TV
Xin Jue,6.18,8901,Oct 2020 - Dec 2020,"1,365 members",ONA
Xun Jian,6.18,8902,Apr 2022 - Jul 2022,979 members,ONA
Yami Shibai 10,6.18,8903,Jan 2022 - Apr 2022,"10,787 members",TV
Yumemi no E,6.18,8904,Aug 2019 - Aug 2019,711 members,Movie
Shin Mashin Eiyuuden Wataru Majinzan,6.17,8905,Aug 1989 - Sep 1989,"1,099 members",OVA
Teekyuu 7 Specials,6.17,8906,May 2016 - May 2016,"4,069 members",Special
Tiger Mask (Movie),6.17,8907,Mar 1970 - Mar 1970,"1,168 members",Movie
Tiger Mask Fuku Men League Sen,6.17,8908,Jul 1970 - Jul 1970,"1,125 members",Movie
To Heart Omake,6.17,8909,Jul 1999 - Dec 1999,"3,677 members",Special
Toki no Kousa,6.17,8910,Apr 2018 - Apr 2018,"3,983 members",Special
Tono to Issho: Ippunkan Gekijou,6.17,8911,Jul 2010 - Sep 2010,"3,557 members",TV
Tottoi,6.17,8912,Jun 1992 - Jun 1992,"1,238 members",Movie
"Touhokutou, Juunana no Sora",6.17,8913,Dec 2015 - Dec 2015,365 members,ONA
Umi Monogatari: Marin no Kore Naani?,6.17,8914,Nov 2009 - Feb 2010,"3,174 members",Special
Umi ni Ochita Tsuki no Hanashi,6.17,8915,2013 - 2013,930 members,Movie
Wangu Xian Qiong IV: Yin Yue Cheng Pian,6.17,8916,Apr 2020 - Jul 2020,974 members,ONA
Wizard Barristers: Benmashi Cecil,6.17,8917,Jan 2014 - Mar 2014,"60,214 members",TV
Zhong Hua Xiao Zi,6.17,8918,Dec 2006 - 2007,805 members,TV
Accel World: Acchel World.,6.17,8919,Jul 2012 - Feb 2013,"42,215 members",Special
"Anpanman to Hajimeyou! Iro, Kazu, Katachi Wakaru ka na Iro, Katachi",6.17,8920,Jul 2006 - Jul 2006,599 members,OVA
Arifureta Shokugyou de Sekai Saikyou Recap,6.17,8921,Aug 2019 - Aug 2019,"38,716 members",TV
Battle Spirits: Heroes,6.17,8922,Sep 2011 - Sep 2012,"2,673 members",TV
Boku wa Imouto ni Koi wo Suru,6.17,8923,May 2005 - May 2005,"44,025 members",OVA
Brain Powerd,6.17,8924,Apr 1998 - Nov 1998,"11,907 members",TV
Catman Series II,6.17,8925,2002 - 2002,"1,533 members",ONA
